Date;DAS;Treatment;Variety;Id;Plant;Event;nb_Leaves;nb_tillers
08/09/2020;33;S;V3;8;L_V3_8;NA;8.3;15
08/09/2020;33;S;V3;9;L_V3_9;NA;8.4;13
08/09/2020;33;S;V4;2;L_V4_2;NA;8.5;7
08/09/2020;33;S;V4;3;L_V4_3;NA;8.7;7
08/09/2020;33;S;V4;4;L_V4_4;NA;8.7;6
08/09/2020;33;S;V4;7;L_V4_7;NA;8.5;7
08/09/2020;33;S;V4;8;L_V4_8;NA;8.6;7
08/09/2020;33;S;V4;9;L_V4_9;NA;8.6;8
08/09/2020;33;S;V6;2;L_V6_2;NA;7.4;8
08/09/2020;33;S;V6;3;L_V6_3;NA;6.6;3
08/09/2020;33;S;V6;4;L_V6_4;NA;7.3;7
08/09/2020;33;S;V6;7;L_V6_7;NA;7.3;7
08/09/2020;33;S;V6;8;L_V6_8;NA;7.1;6
08/09/2020;33;S;V6;9;L_V6_9;NA;6.7;5
08/09/2020;33;S;V7;2;L_V7_2;NA;7.3;7
08/09/2020;33;S;V7;3;L_V7_3;NA;7.3;6
08/09/2020;33;S;V7;4;L_V7_4;NA;7.2;6
08/09/2020;33;S;V7;7;L_V7_7;NA;7.4;6
08/09/2020;33;S;V7;8;L_V7_8;NA;7.3;6
08/09/2020;33;S;V7;9;L_V7_9;NA;7.1;5
14/09/2020;39;C;V1;2;C_V1_2;NA;10.3;NA
14/09/2020;39;C;V1;3;C_V1_3;NA;10.5;NA
14/09/2020;39;C;V1;4;C_V1_4;NA;9.9;NA
14/09/2020;39;C;V1;7;C_V1_7;NA;10.4;NA
14/09/2020;39;C;V1;8;C_V1_8;NA;10.2;NA
14/09/2020;39;C;V1;9;C_V1_9;NA;10.3;NA
14/09/2020;39;C;V2;2;C_V2_2;NA;9;NA
14/09/2020;39;C;V2;3;C_V2_3;NA;9.1;NA
14/09/2020;39;C;V2;4;C_V2_4;NA;9;NA
14/09/2020;39;C;V2;7;C_V2_7;NA;9.4;NA
14/09/2020;39;C;V2;8;C_V2_8;NA;9;NA
14/09/2020;39;C;V2;9;C_V2_9;NA;9.2;NA
14/09/2020;39;C;V3;2;C_V3_2;NA;10.6;NA
14/09/2020;39;C;V3;3;C_V3_3;NA;10.8;NA
14/09/2020;39;C;V3;4;C_V3_4;NA;10.8;NA
14/09/2020;39;C;V3;7;C_V3_7;NA;11.3;NA
14/09/2020;39;C;V3;8;C_V3_8;NA;11;NA
14/09/2020;39;C;V3;9;C_V3_9;NA;10;NA
14/09/2020;39;C;V4;2;C_V4_2;NA;10.4;NA
14/09/2020;39;C;V4;3;C_V4_3;NA;10.4;NA
14/09/2020;39;C;V4;4;C_V4_4;NA;9.8;NA
14/09/2020;39;C;V4;7;C_V4_7;NA;10.4;NA
14/09/2020;39;C;V4;8;C_V4_8;NA;9.9;NA
14/09/2020;39;C;V4;9;C_V4_9;NA;10.3;NA
14/09/2020;39;C;V5;2;C_V5_2;NA;8.7;NA
14/09/2020;39;C;V5;3;C_V5_3;NA;8.8;NA
14/09/2020;39;C;V5;4;C_V5_4;NA;8.9;NA
14/09/2020;39;C;V5;7;C_V5_7;NA;8.7;NA
14/09/2020;39;C;V5;8;C_V5_8;NA;8.8;NA
14/09/2020;39;C;V5;9;C_V5_9;NA;8.8;NA
14/09/2020;39;C;V6;2;C_V6_2;NA;9.7;NA
14/09/2020;39;C;V6;3;C_V6_3;NA;9.2;NA
14/09/2020;39;C;V6;4;C_V6_4;NA;8.6;NA
14/09/2020;39;C;V6;7;C_V6_7;NA;9.6;NA
14/09/2020;39;C;V6;8;C_V6_8;NA;8.8;NA
14/09/2020;39;C;V6;9;C_V6_9;NA;8.9;NA
14/09/2020;39;C;V7;2;C_V7_2;NA;9.3;NA
14/09/2020;39;C;V7;3;C_V7_3;NA;9.4;NA
14/09/2020;39;C;V7;4;C_V7_4;NA;9.3;NA
14/09/2020;39;C;V7;7;C_V7_7;NA;9;NA
14/09/2020;39;C;V7;8;C_V7_8;NA;9.2;NA
14/09/2020;39;C;V7;9;C_V7_9;NA;8.9;NA
14/09/2020;39;C;V8;2;C_V8_2;NA;9.5;NA
14/09/2020;39;C;V8;3;C_V8_3;NA;9.4;NA
14/09/2020;39;C;V8;4;C_V8_4;NA;9.5;NA
14/09/2020;39;C;V8;7;C_V8_7;NA;9.4;NA
14/09/2020;39;C;V8;8;C_V8_8;NA;9.3;NA
14/09/2020;39;C;V8;9;C_V8_9;NA;9.3;NA
14/09/2020;39;S-AF;V1;2;D_V1_2;NA;9.2;NA
14/09/2020;39;S-AF;V1;3;D_V1_3;NA;8.4;NA
14/09/2020;39;S-AF;V1;4;D_V1_4;NA;8.9;NA
14/09/2020;39;S-AF;V1;7;D_V1_7;NA;9.2;NA
14/09/2020;39;S-AF;V1;8;D_V1_8;NA;9.2;NA
14/09/2020;39;S-AF;V1;9;D_V1_9;NA;9.2;NA
14/09/2020;39;S-AF;V2;2;D_V2_2;NA;8.6;NA
14/09/2020;39;S-AF;V2;3;D_V2_3;NA;8.7;NA
14/09/2020;39;S-AF;V2;4;D_V2_4;NA;8.7;NA
14/09/2020;39;S-AF;V2;7;D_V2_7;NA;8.7;NA
14/09/2020;39;S-AF;V2;8;D_V2_8;NA;8.8;NA
14/09/2020;39;S-AF;V2;9;D_V2_9;NA;8.7;NA
14/09/2020;39;S-AF;V3;2;D_V3_2;NA;9.9;NA
14/09/2020;39;S-AF;V3;3;D_V3_3;NA;9.7;NA
14/09/2020;39;S-AF;V3;4;D_V3_4;NA;10.1;NA
14/09/2020;39;S-AF;V3;7;D_V3_7;NA;9.7;NA
14/09/2020;39;S-AF;V3;8;D_V3_8;NA;9.1;NA
14/09/2020;39;S-AF;V3;9;D_V3_9;NA;9.8;NA
14/09/2020;39;S-AF;V4;2;D_V4_2;NA;10.2;NA
14/09/2020;39;S-AF;V4;3;D_V4_3;NA;10.3;NA
14/09/2020;39;S-AF;V4;4;D_V4_4;NA;10.3;NA
14/09/2020;39;S-AF;V4;7;D_V4_7;NA;9.8;NA
14/09/2020;39;S-AF;V4;8;D_V4_8;NA;10.4;NA
14/09/2020;39;S-AF;V4;9;D_V4_9;NA;10.3;NA
14/09/2020;39;S-AF;V5;2;D_V5_2;NA;8.6;NA
14/09/2020;39;S-AF;V5;3;D_V5_3;NA;8.6;NA
14/09/2020;39;S-AF;V5;4;D_V5_4;NA;8.4;NA
14/09/2020;39;S-AF;V5;7;D_V5_7;NA;8.7;NA
14/09/2020;39;S-AF;V5;8;D_V5_8;NA;8.6;NA
14/09/2020;39;S-AF;V5;9;D_V5_9;NA;8.5;NA
14/09/2020;39;S-AF;V6;2;D_V6_2;NA;8.4;NA
14/09/2020;39;S-AF;V6;3;D_V6_3;NA;8.3;NA
14/09/2020;39;S-AF;V6;4;D_V6_4;NA;8;NA
14/09/2020;39;S-AF;V6;7;D_V6_7;NA;8.4;NA
14/09/2020;39;S-AF;V6;8;D_V6_8;NA;7.9;NA
14/09/2020;39;S-AF;V6;9;D_V6_9;NA;7.9;NA
14/09/2020;39;S-AF;V7;2;D_V7_2;NA;8.6;NA
14/09/2020;39;S-AF;V7;3;D_V7_3;NA;8.7;NA
14/09/2020;39;S-AF;V7;4;D_V7_4;NA;8.5;NA
14/09/2020;39;S-AF;V7;7;D_V7_7;NA;8.8;NA
14/09/2020;39;S-AF;V7;8;D_V7_8;NA;8.6;NA
14/09/2020;39;S-AF;V7;9;D_V7_9;NA;8.6;NA
14/09/2020;39;S-AF;V8;2;D_V8_2;NA;9.4;NA
14/09/2020;39;S-AF;V8;3;D_V8_3;NA;9.3;NA
14/09/2020;39;S-AF;V8;4;D_V8_4;NA;9.2;NA
14/09/2020;39;S-AF;V8;7;D_V8_7;NA;9.5;NA
14/09/2020;39;S-AF;V8;8;D_V8_8;NA;9.2;NA
14/09/2020;39;S-AF;V8;9;D_V8_9;NA;9.4;NA
14/09/2020;39;S;V1;2;L_V1_2;NA;8.9;NA
14/09/2020;39;S;V1;3;L_V1_3;NA;8.5;NA
14/09/2020;39;S;V1;4;L_V1_4;NA;8.3;NA
14/09/2020;39;S;V1;7;L_V1_7;NA;8.6;NA
14/09/2020;39;S;V1;8;L_V1_8;NA;8.7;NA
14/09/2020;39;S;V1;9;L_V1_9;NA;8.5;NA
14/09/2020;39;S;V2;2;L_V2_2;NA;8.6;NA
14/09/2020;39;S;V2;3;L_V2_3;NA;8.8;NA
14/09/2020;39;S;V2;4;L_V2_4;NA;8.7;NA
14/09/2020;39;S;V2;7;L_V2_7;NA;8.6;NA
14/09/2020;39;S;V2;8;L_V2_8;NA;8.6;NA
14/09/2020;39;S;V2;9;L_V2_9;NA;8.5;NA
14/09/2020;39;S;V3;2;L_V3_2;NA;9.3;NA
14/09/2020;39;S;V3;3;L_V3_3;NA;9.1;NA
14/09/2020;39;S;V3;4;L_V3_4;NA;9.1;NA
14/09/2020;39;S;V3;7;L_V3_7;NA;9.2;NA
14/09/2020;39;S;V3;8;L_V3_8;NA;9.3;NA
14/09/2020;39;S;V3;9;L_V3_9;NA;9.4;NA
14/09/2020;39;S;V4;2;L_V4_2;NA;9.6;NA
14/09/2020;39;S;V4;3;L_V4_3;NA;9.7;NA
14/09/2020;39;S;V4;4;L_V4_4;NA;9.7;NA
14/09/2020;39;S;V4;7;L_V4_7;NA;9.6;NA
14/09/2020;39;S;V4;8;L_V4_8;NA;9.7;NA
14/09/2020;39;S;V4;9;L_V4_9;NA;9.6;NA
14/09/2020;39;S;V5;2;L_V5_2;NA;8.4;NA
14/09/2020;39;S;V5;3;L_V5_3;NA;8.6;NA
14/09/2020;39;S;V5;4;L_V5_4;NA;8.5;NA
14/09/2020;39;S;V5;7;L_V5_7;NA;8.4;NA
14/09/2020;39;S;V5;8;L_V5_8;NA;8.6;NA
14/09/2020;39;S;V5;9;L_V5_9;NA;8.6;NA
14/09/2020;39;S;V6;2;L_V6_2;NA;8.3;NA
14/09/2020;39;S;V6;3;L_V6_3;NA;7.7;NA
14/09/2020;39;S;V6;4;L_V6_4;NA;8.3;NA
14/09/2020;39;S;V6;7;L_V6_7;NA;8.3;NA
14/09/2020;39;S;V6;8;L_V6_8;NA;8.2;NA
14/09/2020;39;S;V6;9;L_V6_9;NA;7.6;NA
14/09/2020;39;S;V7;2;L_V7_2;NA;8.2;NA
14/09/2020;39;S;V7;3;L_V7_3;NA;8.3;NA
14/09/2020;39;S;V7;4;L_V7_4;NA;8.1;NA
14/09/2020;39;S;V7;7;L_V7_7;NA;8.1;NA
14/09/2020;39;S;V7;8;L_V7_8;NA;8.3;NA
14/09/2020;39;S;V7;9;L_V7_9;NA;8.2;NA
14/09/2020;39;S;V8;2;L_V8_2;NA;9;NA
14/09/2020;39;S;V8;3;L_V8_3;NA;8.8;NA
14/09/2020;39;S;V8;4;L_V8_4;NA;8.9;NA
14/09/2020;39;S;V8;7;L_V8_7;NA;9.1;NA
14/09/2020;39;S;V8;8;L_V8_8;NA;9.1;NA
14/09/2020;39;S;V8;9;L_V8_9;NA;8.9;NA
21/09/2020;46;C;V1;2;C_V1_2;NA;10.8;24
21/09/2020;46;C;V1;3;C_V1_3;NA;10.9;24
21/09/2020;46;C;V1;4;C_V1_4;NA;10.7;16
21/09/2020;46;C;V1;7;C_V1_7;NA;10.8;22
21/09/2020;46;C;V1;8;C_V1_8;NA;10.8;19
21/09/2020;46;C;V1;9;C_V1_9;NA;10.8;24
21/09/2020;46;C;V2;2;C_V2_2;NA;9.8;26
21/09/2020;46;C;V2;3;C_V2_3;NA;9.7;24
21/09/2020;46;C;V2;4;C_V2_4;NA;9.7;23
21/09/2020;46;C;V2;7;C_V2_7;NA;10.1;18
21/09/2020;46;C;V2;8;C_V2_8;NA;9.7;25
21/09/2020;46;C;V2;9;C_V2_9;NA;9.8;27
21/09/2020;46;C;V3;2;C_V3_2;NA;11.5;32
21/09/2020;46;C;V3;3;C_V3_3;NA;11.8;37
21/09/2020;46;C;V3;4;C_V3_4;NA;11.8;30
21/09/2020;46;C;V3;7;C_V3_7;NA;12.2;42
21/09/2020;46;C;V3;8;C_V3_8;NA;12.1;29
21/09/2020;46;C;V3;9;C_V3_9;NA;10.8;40
21/09/2020;46;C;V4;2;C_V4_2;NA;10.8;12
21/09/2020;46;C;V4;3;C_V4_3;NA;10.9;15
21/09/2020;46;C;V4;4;C_V4_4;NA;10.7;14
21/09/2020;46;C;V4;7;C_V4_7;NA;10.9;18
21/09/2020;46;C;V4;8;C_V4_8;NA;10.6;15
21/09/2020;46;C;V4;9;C_V4_9;NA;10.8;16
21/09/2020;46;C;V5;2;C_V5_2;NA;9.7;16
21/09/2020;46;C;V5;3;C_V5_3;NA;9.8;21
21/09/2020;46;C;V5;4;C_V5_4;NA;9.8;19
21/09/2020;46;C;V5;7;C_V5_7;NA;9.8;18
21/09/2020;46;C;V5;8;C_V5_8;NA;9.7;21
21/09/2020;46;C;V5;9;C_V5_9;NA;9.9;19
21/09/2020;46;C;V6;2;C_V6_2;NA;10.3;11
21/09/2020;46;C;V6;3;C_V6_3;NA;9.8;21
21/09/2020;46;C;V6;4;C_V6_4;NA;9.3;16
21/09/2020;46;C;V6;7;C_V6_7;NA;10.4;16
21/09/2020;46;C;V6;8;C_V6_8;NA;9.4;13
21/09/2020;46;C;V6;9;C_V6_9;NA;9.7;13
21/09/2020;46;C;V7;2;C_V7_2;NA;9.9;13
21/09/2020;46;C;V7;3;C_V7_3;NA;9.9;14
21/09/2020;46;C;V7;4;C_V7_4;NA;9.7;9
21/09/2020;46;C;V7;7;C_V7_7;NA;9.8;9
21/09/2020;46;C;V7;8;C_V7_8;NA;9.8;14
21/09/2020;46;C;V7;9;C_V7_9;NA;9.3;10
21/09/2020;46;C;V8;2;C_V8_2;NA;10.1;21
21/09/2020;46;C;V8;3;C_V8_3;NA;10.1;26
21/09/2020;46;C;V8;4;C_V8_4;NA;10.1;24
21/09/2020;46;C;V8;7;C_V8_7;NA;9.9;21
21/09/2020;46;C;V8;8;C_V8_8;NA;9.9;22
21/09/2020;46;C;V8;9;C_V8_9;NA;9.9;21
21/09/2020;46;S-AF;V1;2;D_V1_2;NA;9.9;12
21/09/2020;46;S-AF;V1;3;D_V1_3;NA;9.1;16
21/09/2020;46;S-AF;V1;4;D_V1_4;NA;9.9;14
21/09/2020;46;S-AF;V1;7;D_V1_7;NA;9.8;11
21/09/2020;46;S-AF;V1;8;D_V1_8;NA;9.9;14
21/09/2020;46;S-AF;V1;9;D_V1_9;NA;9.9;12
21/09/2020;46;S-AF;V2;2;D_V2_2;NA;9.4;16
21/09/2020;46;S-AF;V2;3;D_V2_3;NA;9.6;16
21/09/2020;46;S-AF;V2;4;D_V2_4;NA;9.8;14
21/09/2020;46;S-AF;V2;7;D_V2_7;NA;9.6;15
21/09/2020;46;S-AF;V2;8;D_V2_8;NA;9.8;15
21/09/2020;46;S-AF;V2;9;D_V2_9;NA;9.6;14
21/09/2020;46;S-AF;V3;2;D_V3_2;NA;10.9;22
21/09/2020;46;S-AF;V3;3;D_V3_3;NA;10.7;20
21/09/2020;46;S-AF;V3;4;D_V3_4;NA;10.9;25
21/09/2020;46;S-AF;V3;7;D_V3_7;NA;10.7;23
21/09/2020;46;S-AF;V3;8;D_V3_8;NA;9.9;13
21/09/2020;46;S-AF;V3;9;D_V3_9;NA;10.7;31
21/09/2020;46;S-AF;V4;2;D_V4_2;NA;10.9;10
21/09/2020;46;S-AF;V4;3;D_V4_3;NA;10.9;10
21/09/2020;46;S-AF;V4;4;D_V4_4;NA;10.9;6
21/09/2020;46;S-AF;V4;7;D_V4_7;NA;10.8;10
21/09/2020;46;S-AF;V4;8;D_V4_8;NA;10.9;9
21/09/2020;46;S-AF;V4;9;D_V4_9;NA;10.9;7
21/09/2020;46;S-AF;V5;2;D_V5_2;NA;9.8;13
21/09/2020;46;S-AF;V5;3;D_V5_3;NA;9.7;13
21/09/2020;46;S-AF;V5;4;D_V5_4;NA;9.4;12
21/09/2020;46;S-AF;V5;7;D_V5_7;NA;9.7;12
21/09/2020;46;S-AF;V5;8;D_V5_8;NA;9.7;14
21/09/2020;46;S-AF;V5;9;D_V5_9;NA;9.3;14
21/09/2020;46;S-AF;V6;2;D_V6_2;NA;9.4;7
21/09/2020;46;S-AF;V6;3;D_V6_3;NA;9.1;11
21/09/2020;46;S-AF;V6;4;D_V6_4;NA;8.8;7
21/09/2020;46;S-AF;V6;7;D_V6_7;NA;9.5;8
21/09/2020;46;S-AF;V6;8;D_V6_8;NA;8.8;7
21/09/2020;46;S-AF;V6;9;D_V6_9;NA;8.7;6
21/09/2020;46;S-AF;V7;2;D_V7_2;NA;9.5;6
21/09/2020;46;S-AF;V7;3;D_V7_3;NA;9.8;7
21/09/2020;46;S-AF;V7;4;D_V7_4;NA;9.1;7
21/09/2020;46;S-AF;V7;7;D_V7_7;NA;9.9;7
21/09/2020;46;S-AF;V7;8;D_V7_8;NA;9.4;6
21/09/2020;46;S-AF;V7;9;D_V7_9;NA;9.2;7
21/09/2020;46;S-AF;V8;2;D_V8_2;NA;10.9;15
21/09/2020;46;S-AF;V8;3;D_V8_3;NA;9.9;13
21/09/2020;46;S-AF;V8;4;D_V8_4;NA;9.9;14
21/09/2020;46;S-AF;V8;7;D_V8_7;NA;10;12
21/09/2020;46;S-AF;V8;8;D_V8_8;NA;9.9;15
21/09/2020;46;S-AF;V8;9;D_V8_9;NA;10.1;13
21/09/2020;46;S;V1;2;L_V1_2;NA;9.7;12
21/09/2020;46;S;V1;3;L_V1_3;NA;9.6;14
21/09/2020;46;S;V1;4;L_V1_4;NA;9.1;10
21/09/2020;46;S;V1;7;L_V1_7;NA;9.8;12
21/09/2020;46;S;V1;8;L_V1_8;NA;9.7;15
21/09/2020;46;S;V1;9;L_V1_9;NA;9.7;13
21/09/2020;46;S;V2;2;L_V2_2;NA;9.5;17
21/09/2020;46;S;V2;3;L_V2_3;NA;9.6;16
21/09/2020;46;S;V2;4;L_V2_4;NA;9.5;13
21/09/2020;46;S;V2;7;L_V2_7;NA;9.1;10
21/09/2020;46;S;V2;8;L_V2_8;NA;9.8;15
21/09/2020;46;S;V2;9;L_V2_9;NA;9.4;12
21/09/2020;46;S;V3;2;L_V3_2;NA;9.8;19
21/09/2020;46;S;V3;3;L_V3_3;NA;9.9;19
21/09/2020;46;S;V3;4;L_V3_4;NA;9.9;22
21/09/2020;46;S;V3;7;L_V3_7;NA;10.1;23
21/09/2020;46;S;V3;8;L_V3_8;NA;10.3;24
21/09/2020;46;S;V3;9;L_V3_9;NA;10.3;24
21/09/2020;46;S;V4;2;L_V4_2;NA;10.3;8
21/09/2020;46;S;V4;3;L_V4_3;NA;10.4;8
21/09/2020;46;S;V4;4;L_V4_4;NA;10.3;8
21/09/2020;46;S;V4;7;L_V4_7;NA;10.5;8
21/09/2020;46;S;V4;8;L_V4_8;NA;10.6;8
21/09/2020;46;S;V4;9;L_V4_9;NA;10.4;7
21/09/2020;46;S;V5;2;L_V5_2;NA;9.7;9
21/09/2020;46;S;V5;3;L_V5_3;NA;9.8;9
21/09/2020;46;S;V5;4;L_V5_4;NA;9.7;10
21/09/2020;46;S;V5;7;L_V5_7;NA;9.7;11
21/09/2020;46;S;V5;8;L_V5_8;NA;9.8;10
21/09/2020;46;S;V5;9;L_V5_9;NA;9.8;11
21/09/2020;46;S;V6;2;L_V6_2;NA;8.9;9
21/09/2020;46;S;V6;3;L_V6_3;NA;8.8;3
21/09/2020;46;S;V6;4;L_V6_4;NA;9.5;8
21/09/2020;46;S;V6;7;L_V6_7;NA;8.8;7
21/09/2020;46;S;V6;8;L_V6_8;NA;9.3;7
21/09/2020;46;S;V6;9;L_V6_9;NA;8.8;7
21/09/2020;46;S;V7;2;L_V7_2;NA;8.9;7
21/09/2020;46;S;V7;3;L_V7_3;NA;8.9;7
21/09/2020;46;S;V7;4;L_V7_4;NA;8.9;6
21/09/2020;46;S;V7;7;L_V7_7;NA;8.8;7
21/09/2020;46;S;V7;8;L_V7_8;NA;9;6
21/09/2020;46;S;V7;9;L_V7_9;NA;9;6
21/09/2020;46;S;V8;2;L_V8_2;NA;9.7;11
21/09/2020;46;S;V8;3;L_V8_3;NA;9.8;9
21/09/2020;46;S;V8;4;L_V8_4;NA;9.8;11
21/09/2020;46;S;V8;7;L_V8_7;NA;9.8;14
21/09/2020;46;S;V8;8;L_V8_8;NA;9.8;8
21/09/2020;46;S;V8;9;L_V8_9;NA;9.9;9
28/09/2020;53;C;V1;2;C_V1_2;NA;11.9;NA
28/09/2020;53;C;V1;3;C_V1_3;NA;11.8;NA
28/09/2020;53;C;V1;4;C_V1_4;NA;11.5;NA
28/09/2020;53;C;V1;7;C_V1_7;NA;11.8;NA
28/09/2020;53;C;V1;8;C_V1_8;NA;11.7;NA
28/09/2020;53;C;V1;9;C_V1_9;NA;11.8;NA
28/09/2020;53;C;V2;2;C_V2_2;NA;10.6;NA
28/09/2020;53;C;V2;3;C_V2_3;NA;10.6;NA
28/09/2020;53;C;V2;4;C_V2_4;NA;10.3;NA
28/09/2020;53;C;V2;7;C_V2_7;NA;10.9;NA
28/09/2020;53;C;V2;8;C_V2_8;NA;10.4;NA
28/09/2020;53;C;V2;9;C_V2_9;NA;10.5;NA
28/09/2020;53;C;V3;2;C_V3_2;NA;12.4;NA
28/09/2020;53;C;V3;3;C_V3_3;NA;12.6;NA
28/09/2020;53;C;V3;4;C_V3_4;NA;12.8;NA
28/09/2020;53;C;V3;7;C_V3_7;NA;12.9;NA
28/09/2020;53;C;V3;8;C_V3_8;NA;12.9;NA
28/09/2020;53;C;V3;9;C_V3_9;NA;11.8;NA
28/09/2020;53;C;V4;2;C_V4_2;NA;11.6;NA
28/09/2020;53;C;V4;3;C_V4_3;NA;11.5;NA
28/09/2020;53;C;V4;4;C_V4_4;NA;11.1;NA
28/09/2020;53;C;V4;7;C_V4_7;NA;11.5;NA
28/09/2020;53;C;V4;8;C_V4_8;NA;11.1;NA
28/09/2020;53;C;V4;9;C_V4_9;NA;11.5;NA
28/09/2020;53;C;V5;2;C_V5_2;NA;10.5;NA
28/09/2020;53;C;V5;3;C_V5_3;NA;10.5;NA
28/09/2020;53;C;V5;4;C_V5_4;NA;10.7;NA
28/09/2020;53;C;V5;7;C_V5_7;NA;10.6;NA
28/09/2020;53;C;V5;8;C_V5_8;NA;10.6;NA
28/09/2020;53;C;V5;9;C_V5_9;NA;10.5;NA
28/09/2020;53;C;V6;2;C_V6_2;NA;11.1;NA
28/09/2020;53;C;V6;3;C_V6_3;NA;10.8;NA
28/09/2020;53;C;V6;4;C_V6_4;NA;9.9;NA
28/09/2020;53;C;V6;7;C_V6_7;NA;11.2;NA
28/09/2020;53;C;V6;8;C_V6_8;NA;9.9;NA
28/09/2020;53;C;V6;9;C_V6_9;NA;10.3;NA
28/09/2020;53;C;V7;2;C_V7_2;NA;10.6;NA
28/09/2020;53;C;V7;3;C_V7_3;NA;10.6;NA
28/09/2020;53;C;V7;4;C_V7_4;NA;10.6;NA
28/09/2020;53;C;V7;7;C_V7_7;NA;10.4;NA
28/09/2020;53;C;V7;8;C_V7_8;NA;10.7;NA
28/09/2020;53;C;V7;9;C_V7_9;NA;10;NA
28/09/2020;53;C;V8;2;C_V8_2;NA;10.9;NA
28/09/2020;53;C;V8;3;C_V8_3;NA;10.8;NA
28/09/2020;53;C;V8;4;C_V8_4;NA;10.9;NA
28/09/2020;53;C;V8;7;C_V8_7;NA;10.9;NA
28/09/2020;53;C;V8;8;C_V8_8;NA;10.7;NA
28/09/2020;53;C;V8;9;C_V8_9;NA;10.8;NA
28/09/2020;53;S-AF;V1;2;D_V1_2;NA;11.1;NA
28/09/2020;53;S-AF;V1;3;D_V1_3;NA;10;NA
28/09/2020;53;S-AF;V1;4;D_V1_4;NA;10.7;NA
28/09/2020;53;S-AF;V1;7;D_V1_7;NA;10.8;NA
28/09/2020;53;S-AF;V1;8;D_V1_8;NA;10.8;NA
28/09/2020;53;S-AF;V1;9;D_V1_9;NA;10.8;NA
28/09/2020;53;S-AF;V2;2;D_V2_2;NA;9.5;NA
28/09/2020;53;S-AF;V2;3;D_V2_3;NA;10.4;NA
28/09/2020;53;S-AF;V2;4;D_V2_4;NA;10.5;NA
28/09/2020;53;S-AF;V2;7;D_V2_7;NA;10.3;NA
28/09/2020;53;S-AF;V2;8;D_V2_8;NA;10.8;NA
28/09/2020;53;S-AF;V2;9;D_V2_9;NA;10.5;NA
28/09/2020;53;S-AF;V3;2;D_V3_2;NA;11.9;NA
28/09/2020;53;S-AF;V3;3;D_V3_3;NA;11.5;NA
28/09/2020;53;S-AF;V3;4;D_V3_4;NA;11.9;NA
28/09/2020;53;S-AF;V3;7;D_V3_7;NA;11.5;NA
28/09/2020;53;S-AF;V3;8;D_V3_8;NA;10.7;NA
28/09/2020;53;S-AF;V3;9;D_V3_9;NA;11.6;NA
28/09/2020;53;S-AF;V4;2;D_V4_2;NA;11.7;NA
28/09/2020;53;S-AF;V4;3;D_V4_3;NA;11.7;NA
28/09/2020;53;S-AF;V4;4;D_V4_4;NA;11.9;NA
28/09/2020;53;S-AF;V4;7;D_V4_7;NA;11.5;NA
28/09/2020;53;S-AF;V4;8;D_V4_8;NA;11.5;NA
28/09/2020;53;S-AF;V4;9;D_V4_9;NA;11.7;NA
28/09/2020;53;S-AF;V5;2;D_V5_2;NA;10.6;NA
28/09/2020;53;S-AF;V5;3;D_V5_3;NA;10.7;NA
28/09/2020;53;S-AF;V5;4;D_V5_4;NA;10.3;NA
28/09/2020;53;S-AF;V5;7;D_V5_7;NA;10.5;NA
28/09/2020;53;S-AF;V5;8;D_V5_8;NA;10.6;NA
28/09/2020;53;S-AF;V5;9;D_V5_9;NA;10.3;NA
28/09/2020;53;S-AF;V6;2;D_V6_2;NA;10.4;NA
28/09/2020;53;S-AF;V6;3;D_V6_3;NA;10;NA
28/09/2020;53;S-AF;V6;4;D_V6_4;NA;9.5;NA
28/09/2020;53;S-AF;V6;7;D_V6_7;NA;10.3;NA
28/09/2020;53;S-AF;V6;8;D_V6_8;NA;9.8;NA
28/09/2020;53;S-AF;V6;9;D_V6_9;NA;9.4;NA
28/09/2020;53;S-AF;V7;2;D_V7_2;NA;10.3;NA
28/09/2020;53;S-AF;V7;3;D_V7_3;NA;10.1;NA
28/09/2020;53;S-AF;V7;4;D_V7_4;NA;9.9;NA
28/09/2020;53;S-AF;V7;7;D_V7_7;NA;10.7;NA
28/09/2020;53;S-AF;V7;8;D_V7_8;NA;10.2;NA
28/09/2020;53;S-AF;V7;9;D_V7_9;NA;9.9;NA
28/09/2020;53;S-AF;V8;2;D_V8_2;NA;11.2;NA
28/09/2020;53;S-AF;V8;3;D_V8_3;NA;10.9;NA
28/09/2020;53;S-AF;V8;4;D_V8_4;NA;10.9;NA
28/09/2020;53;S-AF;V8;7;D_V8_7;NA;11.1;NA
28/09/2020;53;S-AF;V8;8;D_V8_8;NA;10.9;NA
28/09/2020;53;S-AF;V8;9;D_V8_9;NA;11;NA
28/09/2020;53;S;V1;2;L_V1_2;NA;10.9;NA
28/09/2020;53;S;V1;3;L_V1_3;NA;10.4;NA
28/09/2020;53;S;V1;4;L_V1_4;NA;10.3;NA
28/09/2020;53;S;V1;7;L_V1_7;NA;10.4;NA
28/09/2020;53;S;V1;8;L_V1_8;NA;10.6;NA
28/09/2020;53;S;V1;9;L_V1_9;NA;10.5;NA
28/09/2020;53;S;V2;2;L_V2_2;NA;10.4;NA
28/09/2020;53;S;V2;3;L_V2_3;NA;10.5;NA
28/09/2020;53;S;V2;4;L_V2_4;NA;10.3;NA
28/09/2020;53;S;V2;7;L_V2_7;NA;9.1;NA
28/09/2020;53;S;V2;8;L_V2_8;NA;10.2;NA
