Variety;Treatment;Id;Plant;Leaf;Date;Time;Fm.;PAR;Temp;Y..II.;ETR;SPAD;alpha;ETRm;Ik
V4;S-AF;2;D_V4_2;9;06/10/2020;10:06:21;1233;1545;30.2;0.06;38.9;39.7;0.206;38.998;188.998
V4;S-AF;2;D_V4_2;9;06/10/2020;10:03:41;1597;0;29.4;0.694;0;39.7;0.206;38.998;188.998
V4;S-AF;2;D_V4_2;9;06/10/2020;10:06:01;1260;1185;29.9;0.086;42.8;39.7;0.206;38.998;188.998
V4;S-AF;2;D_V4_2;9;06/10/2020;10:04:01;1500;129;29.1;0.463;25.1;39.7;0.206;38.998;188.998
V4;S-AF;2;D_V4_2;9;06/10/2020;10:05:01;1356;433;29.2;0.195;35.5;39.7;0.206;38.998;188.998
V4;S-AF;3;D_V4_3;9;07/10/2020;09:49:28;1641;129;29.4;0.548;29.7;44;0.241;50.619;210.359
V4;S-AF;3;D_V4_3;9;07/10/2020;09:49:08;1628;0;29.7;0.697;0;44;0.241;50.619;210.359
V4;S-AF;3;D_V4_3;9;07/10/2020;09:51:08;1335;848;29.9;0.156;55.6;44;0.241;50.619;210.359
V4;S-AF;3;D_V4_3;9;07/10/2020;09:50:08;1480;294;29.4;0.342;42.2;44;0.241;50.619;210.359
V4;S-AF;3;D_V4_3;9;07/10/2020;09:51:28;1296;1187;30.2;0.101;50.4;44;0.241;50.619;210.359
V4;S-AF;3;D_V4_3;9;07/10/2020;09:50:28;1403;434;29.4;0.259;47.2;44;0.241;50.619;210.359
V4;S-AF;3;D_V4_3;9;07/10/2020;09:49:48;1537;196;29.3;0.456;37.5;44;0.241;50.619;210.359
V4;S-AF;3;D_V4_3;9;07/10/2020;09:50:48;1370;649;29.6;0.172;46.9;44;0.241;50.619;210.359
V4;S-AF;3;D_V4_3;9;07/10/2020;09:51:48;1219;1546;30.6;0.08;51.9;44;0.241;50.619;210.359
V4;S-AF;4;D_V4_4;9;08/10/2020;09:59:55;1415;1547;31.6;0.033;21.4;40.4;0.131;21.484;164.421
V4;S-AF;4;D_V4_4;9;08/10/2020;09:57:35;1544;129;29.6;0.258;14;40.4;0.131;21.484;164.421
V4;S-AF;4;D_V4_4;9;08/10/2020;09:59:35;1464;1186;31.2;0.042;20.9;40.4;0.131;21.484;164.421
V4;S-AF;4;D_V4_4;9;08/10/2020;09:58:55;1539;649;30.6;0.077;21;40.4;0.131;21.484;164.421
V4;S-AF;4;D_V4_4;9;08/10/2020;09:58:35;1540;434;30.3;0.123;22.4;40.4;0.131;21.484;164.421
V4;S-AF;4;D_V4_4;9;08/10/2020;09:57:55;1498;196;29.9;0.214;17.6;40.4;0.131;21.484;164.421
V4;S-AF;4;D_V4_4;9;08/10/2020;09:58:15;1487;294;30;0.168;20.7;40.4;0.131;21.484;164.421
V4;S-AF;4;D_V4_4;9;08/10/2020;09:59:15;1511;848;30.9;0.06;21.4;40.4;0.131;21.484;164.421
V4;S-AF;4;D_V4_4;9;08/10/2020;09:57:15;1841;0;29.7;0.726;0;40.4;0.131;21.484;164.421
V4;S-AF;7;D_V4_7;9;06/10/2020;10:00:01;1323;196;29.4;0.407;33.5;41.7;0.239;44.318;185.737
V4;S-AF;7;D_V4_7;9;06/10/2020;10:02:01;956;1545;30.9;0.063;40.9;41.7;0.239;44.318;185.737
V4;S-AF;7;D_V4_7;9;06/10/2020;10:01:41;1001;1185;30.4;0.1;49.8;41.7;0.239;44.318;185.737
V4;S-AF;7;D_V4_7;9;06/10/2020;09:59:21;1596;0;29.6;0.709;0;41.7;0.239;44.318;185.737
V4;S-AF;7;D_V4_7;9;06/10/2020;10:00:41;1181;433;29.6;0.23;41.8;41.7;0.239;44.318;185.737
V4;S-AF;7;D_V4_7;9;06/10/2020;10:01:21;1055;847;30.1;0.122;43.4;41.7;0.239;44.318;185.737
V4;S-AF;7;D_V4_7;9;06/10/2020;10:01:01;1108;649;29.9;0.159;43.3;41.7;0.239;44.318;185.737
V4;S-AF;7;D_V4_7;9;06/10/2020;09:59:41;1455;129;29.4;0.493;26.7;41.7;0.239;44.318;185.737
V4;S-AF;7;D_V4_7;9;06/10/2020;10:00:21;1229;294;29.6;0.351;43.3;41.7;0.239;44.318;185.737
V4;S-AF;8;D_V4_8;9;07/10/2020;09:45:08;1682;0;30.1;0.697;0;42.4;0.243;44.86;184.684
V4;S-AF;8;D_V4_8;9;07/10/2020;09:47:28;1185;1186;29.9;0.089;44.3;42.4;0.243;44.86;184.684
V4;S-AF;8;D_V4_8;9;07/10/2020;09:46:28;1317;434;29.4;0.233;42.5;42.4;0.243;44.86;184.684
V4;S-AF;8;D_V4_8;9;07/10/2020;09:46:08;1383;294;29.4;0.327;40.4;42.4;0.243;44.86;184.684
V4;S-AF;8;D_V4_8;9;07/10/2020;09:45:48;1481;196;29.5;0.424;34.9;42.4;0.243;44.86;184.684
V4;S-AF;8;D_V4_8;9;07/10/2020;09:45:28;1614;129;29.6;0.52;28.2;42.4;0.243;44.86;184.684
V4;S-AF;8;D_V4_8;9;07/10/2020;09:46:48;1269;649;29.4;0.16;43.6;42.4;0.243;44.86;184.684
V4;S-AF;8;D_V4_8;9;07/10/2020;09:47:08;1215;848;29.8;0.138;49.2;42.4;0.243;44.86;184.684
V4;S-AF;8;D_V4_8;9;07/10/2020;09:47:48;1128;1546;30.1;0.068;44.2;42.4;0.243;44.86;184.684
V4;S-AF;9;D_V4_9;9;08/10/2020;09:52:50;1633;0;28.7;0.67;0;34.9;0.239;28.173;118.005
V4;S-AF;9;D_V4_9;9;08/10/2020;09:54:50;1097;848;29.3;0.08;28.5;34.9;0.239;28.173;118.005
V4;S-AF;9;D_V4_9;9;08/10/2020;09:54:30;1130;649;29;0.103;28.1;34.9;0.239;28.173;118.005
V4;S-AF;9;D_V4_9;9;08/10/2020;09:53:30;1294;196;28.6;0.317;26.1;34.9;0.239;28.173;118.005
V4;S-AF;9;D_V4_9;9;08/10/2020;09:53:50;1225;294;28.7;0.231;28.5;34.9;0.239;28.173;118.005
V4;S-AF;9;D_V4_9;9;08/10/2020;09:55:30;1037;1547;29.9;0.041;26.6;34.9;0.239;28.173;118.005
V4;S-AF;9;D_V4_9;9;08/10/2020;09:54:10;1171;434;28.8;0.16;29.2;34.9;0.239;28.173;118.005
V4;S-AF;9;D_V4_9;9;08/10/2020;09:53:10;1406;129;28.3;0.414;22.4;34.9;0.239;28.173;118.005
V4;S-AF;9;D_V4_9;9;08/10/2020;09:55:10;1068;1186;29.6;0.056;27.9;34.9;0.239;28.173;118.005
V4;S;2;L_V4_2;9;06/10/2020;11:11:28;1048;651;30.2;0.251;68.6;42.2;0.25;71.859;287.908
V4;S;2;L_V4_2;9;06/10/2020;11:10:48;1234;295;30.1;0.443;54.9;42.2;0.25;71.859;287.908
V4;S;2;L_V4_2;9;06/10/2020;11:11:08;1138;435;30.1;0.348;63.6;42.2;0.25;71.859;287.908
V4;S;2;L_V4_2;9;06/10/2020;11:09:48;1388;0;30.1;0.679;0;42.2;0.25;71.859;287.908
V4;S;2;L_V4_2;9;06/10/2020;11:10:08;1382;129;30.1;0.578;31.3;42.2;0.25;71.859;287.908
V4;S;2;L_V4_2;9;06/10/2020;11:12:08;901;1190;30.4;0.147;73.5;42.2;0.25;71.859;287.908
V4;S;2;L_V4_2;9;06/10/2020;11:12:28;838;1552;30.6;0.111;72.4;42.2;0.25;71.859;287.908
V4;S;2;L_V4_2;9;06/10/2020;11:11:48;970;851;30.3;0.201;71.8;42.2;0.25;71.859;287.908
V4;S;2;L_V4_2;9;06/10/2020;11:10:28;1324;197;30.1;0.527;43.6;42.2;0.25;71.859;287.908
V4;S;3;L_V4_3;9;07/10/2020;10:46:52;930;650;29.8;0.214;58.4;40.3;0.265;56.753;214.332
V4;S;3;L_V4_3;9;07/10/2020;10:47:32;865;1188;30.3;0.114;56.9;40.3;0.265;56.753;214.332
V4;S;3;L_V4_3;9;07/10/2020;10:47:12;891;849;29.9;0.16;57.1;40.3;0.265;56.753;214.332
V4;S;3;L_V4_3;9;07/10/2020;10:46:12;1095;295;29.6;0.417;51.7;40.3;0.265;56.753;214.332
V4;S;3;L_V4_3;9;07/10/2020;10:46:32;995;434;29.6;0.294;53.6;40.3;0.265;56.753;214.332
V4;S;3;L_V4_3;9;07/10/2020;10:45:52;1241;196;29.6;0.491;40.4;40.3;0.265;56.753;214.332
V4;S;3;L_V4_3;9;07/10/2020;10:45:32;1377;129;29.8;0.558;30.2;40.3;0.265;56.753;214.332
V4;S;3;L_V4_3;9;07/10/2020;10:47:52;836;1548;30.4;0.084;54.6;40.3;0.265;56.753;214.332
V4;S;3;L_V4_3;9;07/10/2020;10:45:12;1419;0;29.8;0.665;0;40.3;0.265;56.753;214.332
V4;S;4;L_V4_4;9;08/10/2020;10:56:00;1109;850;29.6;0.116;41.4;42.7;0.256;41.041;160.626
V4;S;4;L_V4_4;9;08/10/2020;10:54:00;1622;0;29.6;0.686;0;42.7;0.256;41.041;160.626
V4;S;4;L_V4_4;9;08/10/2020;10:56:40;1009;1550;30.1;0.058;37.8;42.7;0.256;41.041;160.626
V4;S;4;L_V4_4;9;08/10/2020;10:56:20;1055;1189;29.9;0.082;40.9;42.7;0.256;41.041;160.626
V4;S;4;L_V4_4;9;08/10/2020;10:54:40;1418;197;29.3;0.415;34.3;42.7;0.256;41.041;160.626
V4;S;4;L_V4_4;9;08/10/2020;10:55:00;1300;295;29.4;0.313;38.8;42.7;0.256;41.041;160.626
V4;S;4;L_V4_4;9;08/10/2020;10:55:20;1215;435;29.6;0.226;41.3;42.7;0.256;41.041;160.626
V4;S;4;L_V4_4;9;08/10/2020;10:55:40;1162;651;29.6;0.16;43.7;42.7;0.256;41.041;160.626
V4;S;4;L_V4_4;9;08/10/2020;10:54:20;1555;129;29.4;0.508;27.5;42.7;0.256;41.041;160.626
V4;S;7;L_V4_7;9;06/10/2020;11:14:39;1328;129;30.4;0.437;23.7;38.5;0.206;37.636;182.501
V4;S;7;L_V4_7;9;06/10/2020;11:15:39;1110;435;30.9;0.2;36.5;38.5;0.206;37.636;182.501
V4;S;7;L_V4_7;9;06/10/2020;11:16:59;957;1551;32.7;0.056;36.5;38.5;0.206;37.636;182.501
V4;S;7;L_V4_7;9;06/10/2020;11:14:59;1234;197;30.4;0.359;29.7;38.5;0.206;37.636;182.501
V4;S;7;L_V4_7;9;06/10/2020;11:16:39;996;1190;32.2;0.078;39;38.5;0.206;37.636;182.501
V4;S;7;L_V4_7;9;06/10/2020;11:15:19;1160;295;30.6;0.272;33.7;38.5;0.206;37.636;182.501
V4;S;7;L_V4_7;9;06/10/2020;11:14:19;1558;0;30.4;0.698;0;38.5;0.206;37.636;182.501
V4;S;7;L_V4_7;9;06/10/2020;11:16:19;1033;851;31.7;0.108;38.6;38.5;0.206;37.636;182.501
V4;S;7;L_V4_7;9;06/10/2020;11:15:59;1066;651;31.3;0.137;37.5;38.5;0.206;37.636;182.501
V4;S;8;L_V4_8;9;07/10/2020;10:49:53;1439;129;30;0.562;30.4;42.6;0.245;58.174;237.278
V4;S;8;L_V4_8;9;07/10/2020;10:50:13;1336;196;29.9;0.482;39.7;42.6;0.245;58.174;237.278
V4;S;8;L_V4_8;9;07/10/2020;10:50:53;1159;434;30.1;0.29;52.9;42.6;0.245;58.174;237.278
V4;S;8;L_V4_8;9;07/10/2020;10:49:33;1371;1;30.1;0.666;0.3;42.6;0.245;58.174;237.278
V4;S;8;L_V4_8;9;07/10/2020;10:51:32;1048;850;30.7;0.161;57.5;42.6;0.245;58.174;237.278
V4;S;8;L_V4_8;9;07/10/2020;10:52:12;948;1548;31.6;0.088;57.2;42.6;0.245;58.174;237.278
V4;S;8;L_V4_8;9;07/10/2020;10:51:12;1096;650;30.5;0.215;58.7;42.6;0.245;58.174;237.278
V4;S;8;L_V4_8;9;07/10/2020;10:50:33;1248;295;29.9;0.389;48.2;42.6;0.245;58.174;237.278
V4;S;8;L_V4_8;9;07/10/2020;10:51:52;995;1189;31.1;0.122;60.9;42.6;0.245;58.174;237.278
V4;S;9;L_V4_9;9;08/10/2020;10:58:39;1522;129;29.9;0.396;21.5;53.5;0.183;36.452;199.56
V4;S;9;L_V4_9;9;08/10/2020;11:00:19;1217;851;30.3;0.102;36.5;53.5;0.183;36.452;199.56
V4;S;9;L_V4_9;9;08/10/2020;10:59:59;1261;651;30.1;0.132;36.1;53.5;0.183;36.452;199.56
V4;S;9;L_V4_9;9;08/10/2020;10:59:39;1302;435;30.1;0.192;35.1;53.5;0.183;36.452;199.56
V4;S;9;L_V4_9;9;08/10/2020;11:00:59;1130;1551;30.9;0.056;36.5;53.5;0.183;36.452;199.56
V4;S;9;L_V4_9;9;08/10/2020;10:58:19;1724;0;30.1;0.705;0;53.5;0.183;36.452;199.56
V4;S;9;L_V4_9;9;08/10/2020;11:00:39;1168;1190;30.6;0.075;37.5;53.5;0.183;36.452;199.56
V4;S;9;L_V4_9;9;08/10/2020;10:58:59;1412;197;29.9;0.334;27.6;53.5;0.183;36.452;199.56
V4;S;9;L_V4_9;9;08/10/2020;10:59:19;1346;295;29.9;0.257;31.8;53.5;0.183;36.452;199.56
V5;C;2;C_V5_2;9;06/10/2020;08:47:18;974;824;28.8;0.155;53.6;44.4;0.25;53.736;214.536
V5;C;2;C_V5_2;9;06/10/2020;08:47:38;935;1153;29.6;0.12;58.1;44.4;0.25;53.736;214.536
V5;C;2;C_V5_2;9;06/10/2020;08:46:38;1107;421;28.2;0.285;50.4;44.4;0.25;53.736;214.536
V5;C;2;C_V5_2;9;06/10/2020;08:46:58;1038;630;28.5;0.198;52.4;44.4;0.25;53.736;214.536
V5;C;2;C_V5_2;9;06/10/2020;08:45:18;1669;0;28.1;0.725;0;44.4;0.25;53.736;214.536
V5;C;2;C_V5_2;9;06/10/2020;08:47:58;849;1504;30.1;0.082;51.8;44.4;0.25;53.736;214.536
V5;C;2;C_V5_2;9;06/10/2020;08:45:38;1472;125;28.1;0.556;29.2;44.4;0.25;53.736;214.536
V5;C;2;C_V5_2;9;06/10/2020;08:45:58;1323;190;27.8;0.48;38.3;44.4;0.25;53.736;214.536
V5;C;2;C_V5_2;9;06/10/2020;08:46:18;1197;285;28.1;0.383;45.8;44.4;0.25;53.736;214.536
V5;C;3;C_V5_3;9;07/10/2020;09:21:03;634;1546;33.2;0.084;54.5;45.8;0.253;55.347;219.048
V5;C;3;C_V5_3;9;07/10/2020;09:18:23;1547;0;31.6;0.723;0;45.8;0.253;55.347;219.048
V5;C;3;C_V5_3;9;07/10/2020;09:20:03;779;649;31.9;0.205;55.9;45.8;0.253;55.347;219.048
V5;C;3;C_V5_3;9;07/10/2020;09:19:23;981;294;31.6;0.383;47.3;45.8;0.253;55.347;219.048
V5;C;3;C_V5_3;9;07/10/2020;09:20:43;665;1186;32.8;0.108;53.8;45.8;0.253;55.347;219.048
V5;C;3;C_V5_3;9;07/10/2020;09:18:43;1327;129;31.6;0.555;30.1;45.8;0.253;55.347;219.048
V5;C;3;C_V5_3;9;07/10/2020;09:19:43;864;434;31.6;0.293;53.4;45.8;0.253;55.347;219.048
V5;C;3;C_V5_3;9;07/10/2020;09:19:03;1139;196;31.6;0.477;39.3;45.8;0.253;55.347;219.048
V5;C;3;C_V5_3;9;07/10/2020;09:20:23;716;847;32.4;0.161;57.3;45.8;0.253;55.347;219.048
V5;C;4;C_V5_4;9;08/10/2020;09:14:43;904;650;32.4;0.181;49.4;48.7;0.275;49.83;181.383
V5;C;4;C_V5_4;9;08/10/2020;09:13:23;1502;129;31.4;0.575;31.2;48.7;0.275;49.83;181.383
V5;C;4;C_V5_4;9;08/10/2020;09:13:43;1308;196;31.4;0.479;39.4;48.7;0.275;49.83;181.383
V5;C;4;C_V5_4;9;08/10/2020;09:13:03;1626;0;31.6;0.724;0;48.7;0.275;49.83;181.383
V5;C;4;C_V5_4;9;08/10/2020;09:15:43;725;1547;33.8;0.076;49.4;48.7;0.275;49.83;181.383
V5;C;4;C_V5_4;9;08/10/2020;09:15:23;771;1188;33.3;0.102;50.9;48.7;0.275;49.83;181.383
V5;C;4;C_V5_4;9;08/10/2020;09:14:03;1135;294;31.7;0.367;45.3;48.7;0.275;49.83;181.383
V5;C;4;C_V5_4;9;08/10/2020;09:14:23;1002;434;32.1;0.263;47.9;48.7;0.275;49.83;181.383
V5;C;4;C_V5_4;9;08/10/2020;09:15:03;830;849;32.9;0.143;51;48.7;0.275;49.83;181.383
V5;C;7;C_V5_7;9;06/10/2020;08:42:13;1170;283;26.8;0.408;48.5;43.9;0.246;59.616;242.348
V5;C;7;C_V5_7;9;06/10/2020;08:42:33;1056;419;27.1;0.302;53.1;43.9;0.246;59.616;242.348
V5;C;7;C_V5_7;9;06/10/2020;08:43:53;760;1497;28.6;0.097;61;43.9;0.246;59.616;242.348
V5;C;7;C_V5_7;9;06/10/2020;08:41:33;1479;124;26.5;0.58;30.2;43.9;0.246;59.616;242.348
V5;C;7;C_V5_7;9;06/10/2020;08:41:13;1603;0;26.6;0.714;0;43.9;0.246;59.616;242.348
V5;C;7;C_V5_7;9;06/10/2020;08:42:53;968;627;27.3;0.217;57.1;43.9;0.246;59.616;242.348
V5;C;7;C_V5_7;9;06/10/2020;08:43:33;822;1148;28.1;0.13;62.7;43.9;0.246;59.616;242.348
V5;C;7;C_V5_7;9;06/10/2020;08:41:53;1304;189;26.5;0.492;39.1;43.9;0.246;59.616;242.348
V5;C;7;C_V5_7;9;06/10/2020;08:43:13;887;820;27.7;0.171;58.9;43.9;0.246;59.616;242.348
V5;C;8;C_V5_8;9;07/10/2020;09:15:01;698;648;32.4;0.173;47.1;43.1;0.27;45.864;170.064
V5;C;8;C_V5_8;9;07/10/2020;09:14:21;857;293;31.9;0.356;43.8;43.1;0.27;45.864;170.064
V5;C;8;C_V5_8;9;07/10/2020;09:14:41;757;433;32.1;0.259;47.1;43.1;0.27;45.864;170.064
V5;C;8;C_V5_8;9;07/10/2020;09:15:41;645;1184;32.9;0.091;45.3;43.1;0.27;45.864;170.064
V5;C;8;C_V5_8;9;07/10/2020;09:16:01;628;1543;33.4;0.067;43.4;43.1;0.27;45.864;170.064
V5;C;8;C_V5_8;9;07/10/2020;09:13:21;1098;0;31.8;0.618;0;43.1;0.27;45.864;170.064
V5;C;8;C_V5_8;9;07/10/2020;09:15:21;665;846;32.7;0.128;45.5;43.1;0.27;45.864;170.064
V5;C;8;C_V5_8;9;07/10/2020;09:13:41;1212;129;31.6;0.529;28.7;43.1;0.27;45.864;170.064
V5;C;8;C_V5_8;9;07/10/2020;09:14:01;1025;195;31.6;0.458;37.5;43.1;0.27;45.864;170.064
V5;C;9;C_V5_9;9;08/10/2020;09:08:50;1414;0;31.2;0.664;0;42;0.277;76.142;275
V5;C;9;C_V5_9;9;08/10/2020;09:09:50;1199;294;31.4;0.485;59.9;42;0.277;76.142;275
V5;C;9;C_V5_9;9;08/10/2020;09:09:30;1352;196;31.4;0.571;47;42;0.277;76.142;275
V5;C;9;C_V5_9;9;08/10/2020;09:11:30;625;1546;32.7;0.112;72.7;42;0.277;76.142;275
V5;C;9;C_V5_9;9;08/10/2020;09:10:10;1040;433;31.4;0.383;69.7;42;0.277;76.142;275
V5;C;9;C_V5_9;9;08/10/2020;09:10:30;892;649;31.8;0.272;74.1;42;0.277;76.142;275
V5;C;9;C_V5_9;9;08/10/2020;09:09:10;1423;129;31.1;0.613;33.2;42;0.277;76.142;275
V5;C;9;C_V5_9;9;08/10/2020;09:11:10;695;1185;32.4;0.158;78.6;42;0.277;76.142;275
V5;C;9;C_V5_9;9;08/10/2020;09:10:50;785;847;32.1;0.218;77.6;42;0.277;76.142;275
V5;S-AF;2;D_V5_2;9;06/10/2020;10:27:26;1451;0;30.9;0.718;0;47.6;0.261;74.283;284.389
V5;S-AF;2;D_V5_2;9;06/10/2020;10:29:06;1209;649;31.4;0.257;70.1;47.6;0.261;74.283;284.389
V5;S-AF;2;D_V5_2;9;06/10/2020;10:27:46;1440;129;30.7;0.624;33.8;47.6;0.261;74.283;284.389
V5;S-AF;2;D_V5_2;9;06/10/2020;10:28:06;1412;196;30.6;0.566;46.6;47.6;0.261;74.283;284.389
V5;S-AF;2;D_V5_2;9;06/10/2020;10:30:06;928;1545;32.9;0.12;77.9;47.6;0.261;74.283;284.389
V5;S-AF;2;D_V5_2;9;06/10/2020;10:28:46;1297;434;31;0.344;62.7;47.6;0.261;74.283;284.389
V5;S-AF;2;D_V5_2;9;06/10/2020;10:29:26;1115;847;31.6;0.216;76.8;47.6;0.261;74.283;284.389
V5;S-AF;2;D_V5_2;9;06/10/2020;10:29:46;1030;1186;32.4;0.147;73.2;47.6;0.261;74.283;284.389
V5;S-AF;2;D_V5_2;9;06/10/2020;10:28:26;1363;294;30.8;0.459;56.7;47.6;0.261;74.283;284.389
V5;S-AF;3;D_V5_3;9;07/10/2020;10:14:02;820;1186;32.2;0.148;73.7;49.4;0.251;72.09;287.07
V5;S-AF;3;D_V5_3;9;07/10/2020;10:11:42;1475;0;31.1;0.7;0;49.4;0.251;72.09;287.07
V5;S-AF;3;D_V5_3;9;07/10/2020;10:12:22;1282;196;30.9;0.528;43.5;49.4;0.251;72.09;287.07
V5;S-AF;3;D_V5_3;9;07/10/2020;10:13:42;887;847;31.8;0.204;72.6;49.4;0.251;72.09;287.07
V5;S-AF;3;D_V5_3;9;07/10/2020;10:13:22;972;649;31.4;0.253;69;49.4;0.251;72.09;287.07
V5;S-AF;3;D_V5_3;9;07/10/2020;10:14:22;768;1546;32.4;0.111;72.1;49.4;0.251;72.09;287.07
V5;S-AF;3;D_V5_3;9;07/10/2020;10:12:02;1402;129;30.9;0.585;31.7;49.4;0.251;72.09;287.07
V5;S-AF;3;D_V5_3;9;07/10/2020;10:13:02;1066;434;31.1;0.349;63.6;49.4;0.251;72.09;287.07
V5;S-AF;3;D_V5_3;9;07/10/2020;10:12:42;1167;294;31.1;0.446;55.1;49.4;0.251;72.09;287.07
V5;S-AF;4;D_V5_4;9;08/10/2020;10:03:43;1528;0;30.4;0.7;0;44.9;0.252;61.928;246.012
V5;S-AF;4;D_V5_4;9;08/10/2020;10:04:03;1484;129;30.3;0.586;31.7;44.9;0.252;61.928;246.012
V5;S-AF;4;D_V5_4;9;08/10/2020;10:04:23;1302;196;30.4;0.506;41.7;44.9;0.252;61.928;246.012
V5;S-AF;4;D_V5_4;9;08/10/2020;10:04:43;1109;294;30.4;0.404;49.9;44.9;0.252;61.928;246.012
V5;S-AF;4;D_V5_4;9;08/10/2020;10:05:03;977;434;30.7;0.31;56.5;44.9;0.252;61.928;246.012
V5;S-AF;4;D_V5_4;9;08/10/2020;10:05:23;881;649;30.9;0.218;59.4;44.9;0.252;61.928;246.012
V5;S-AF;4;D_V5_4;9;08/10/2020;10:05:43;818;847;31.3;0.172;61.2;44.9;0.252;61.928;246.012
V5;S-AF;4;D_V5_4;9;08/10/2020;10:06:03;773;1186;31.6;0.128;63.8;44.9;0.252;61.928;246.012
V5;S-AF;4;D_V5_4;9;08/10/2020;10:06:23;736;1546;32.1;0.099;64.3;44.9;0.252;61.928;246.012
V5;S-AF;7;D_V5_7;9;06/10/2020;10:31:47;1553;0;31.1;0.724;0;46.3;0.185;41.433;223.464
V5;S-AF;7;D_V5_7;9;06/10/2020;10:33:07;930;434;31.1;0.201;36.6;46.3;0.185;41.433;223.464
V5;S-AF;7;D_V5_7;9;06/10/2020;10:32:07;1193;129;31.1;0.444;24.1;46.3;0.185;41.433;223.464
V5;S-AF;7;D_V5_7;9;06/10/2020;10:32:47;997;294;31;0.273;33.7;46.3;0.185;41.433;223.464
V5;S-AF;7;D_V5_7;9;06/10/2020;10:34:07;763;1186;31.9;0.094;46.8;46.3;0.185;41.433;223.464
V5;S-AF;7;D_V5_7;9;06/10/2020;10:34:27;723;1546;32.6;0.066;42.9;46.3;0.185;41.433;223.464
V5;S-AF;7;D_V5_7;9;06/10/2020;10:32:27;1097;196;30.9;0.362;29.8;46.3;0.185;41.433;223.464
V5;S-AF;7;D_V5_7;9;06/10/2020;10:33:47;801;847;31.6;0.116;41.3;46.3;0.185;41.433;223.464
V5;S-AF;7;D_V5_7;9;06/10/2020;10:33:27;861;649;31.4;0.138;37.6;46.3;0.185;41.433;223.464
V5;S-AF;8;D_V5_8;9;07/10/2020;10:17:48;731;848;32.7;0.178;63.4;52.8;0.199;63.694;319.622
V5;S-AF;8;D_V5_8;9;07/10/2020;10:16:48;905;294;31.8;0.373;46.1;52.8;0.199;63.694;319.622
V5;S-AF;8;D_V5_8;9;07/10/2020;10:18:28;682;1547;33.5;0.1;65;52.8;0.199;63.694;319.622
V5;S-AF;8;D_V5_8;9;07/10/2020;10:17:28;766;649;32.2;0.218;59.4;52.8;0.199;63.694;319.622
V5;S-AF;8;D_V5_8;9;07/10/2020;10:16:08;1168;129;31.6;0.469;25.4;52.8;0.199;63.694;319.622
V5;S-AF;8;D_V5_8;9;07/10/2020;10:15:48;1500;0;31.4;0.662;0;52.8;0.199;63.694;319.622
V5;S-AF;8;D_V5_8;9;07/10/2020;10:16:28;1027;196;31.7;0.43;35.4;52.8;0.199;63.694;319.622
V5;S-AF;8;D_V5_8;9;07/10/2020;10:17:08;823;434;31.9;0.301;54.9;52.8;0.199;63.694;319.622
V5;S-AF;8;D_V5_8;9;07/10/2020;10:18:08;700;1185;33;0.129;64.2;52.8;0.199;63.694;319.622
V5;S-AF;9;D_V5_9;9;08/10/2020;10:08:20;1504;0;31.1;0.713;0;51.9;0.211;51.549;243.968
V5;S-AF;9;D_V5_9;9;08/10/2020;10:08:40;1188;129;30.7;0.508;27.5;51.9;0.211;51.549;243.968
V5;S-AF;9;D_V5_9;9;08/10/2020;10:09:00;1058;196;30.7;0.422;34.7;51.9;0.211;51.549;243.968
V5;S-AF;9;D_V5_9;9;08/10/2020;10:09:20;963;294;30.9;0.332;41;51.9;0.211;51.549;243.968
V5;S-AF;9;D_V5_9;9;08/10/2020;10:09:40;901;434;30.9;0.256;46.7;51.9;0.211;51.549;243.968
V5;S-AF;9;D_V5_9;9;08/10/2020;10:10:00;851;649;31.1;0.183;49.9;51.9;0.211;51.549;243.968
V5;S-AF;9;D_V5_9;9;08/10/2020;10:10:20;811;848;31.6;0.144;51.3;51.9;0.211;51.549;243.968
V5;S-AF;9;D_V5_9;9;08/10/2020;10:10:40;784;1185;31.9;0.107;53.3;51.9;0.211;51.549;243.968
V5;S-AF;9;D_V5_9;9;08/10/2020;10:11:00;758;1546;32.3;0.082;53.2;51.9;0.211;51.549;243.968
V5;S;2;L_V5_2;9;06/10/2020;10:57:37;1017;434;30.8;0.447;81.5;47.3;0.245;114.217;466.897
V5;S;2;L_V5_2;9;06/10/2020;10:57:57;922;650;31.1;0.348;95;47.3;0.245;114.217;466.897
V5;S;2;L_V5_2;9;06/10/2020;10:58:57;727;1548;31.9;0.182;118.3;47.3;0.245;114.217;466.897
V5;S;2;L_V5_2;9;06/10/2020;10:56:57;1228;196;30.9;0.594;48.9;47.3;0.245;114.217;466.897
V5;S;2;L_V5_2;9;06/10/2020;10:56:37;1303;129;30.9;0.632;34.2;47.3;0.245;114.217;466.897
V5;S;2;L_V5_2;9;06/10/2020;10:57:17;1121;294;30.9;0.528;65.2;47.3;0.245;114.217;466.897
V5;S;2;L_V5_2;9;06/10/2020;10:58:37;783;1187;31.6;0.227;113.2;47.3;0.245;114.217;466.897
V5;S;2;L_V5_2;9;06/10/2020;10:58:17;858;849;31.3;0.3;107;47.3;0.245;114.217;466.897
V5;S;2;L_V5_2;9;06/10/2020;10:56:17;1279;0;30.9;0.694;0;47.3;0.245;114.217;466.897
V5;S;3;L_V5_3;9;07/10/2020;10:32:32;1273;196;30.6;0.563;46.3;51.1;0.261;80.242;307.173
