Variety;Treatment;Id;Plant;Leaf;Date;Time;Fm.;PAR;Temp;Y..II.;ETR;SPAD;alpha;ETRm;Ik
V7;C;4;C_V7_4;9;08/10/2020;08:49:10;1169;428;30.6;0.246;44.2;52;0.249;45.161;181.296
V7;C;4;C_V7_4;9;08/10/2020;08:47:50;1639;0;30.6;0.728;0;52;0.249;45.161;181.296
V7;C;4;C_V7_4;9;08/10/2020;08:50:10;918;1172;31.4;0.094;46.3;52;0.249;45.161;181.296
V7;C;4;C_V7_4;9;08/10/2020;08:50:30;854;1528;31.6;0.068;43.6;52;0.249;45.161;181.296
V7;C;4;C_V7_4;9;08/10/2020;08:48:50;1276;290;30.4;0.335;40.8;52;0.249;45.161;181.296
V7;C;4;C_V7_4;9;08/10/2020;08:49:30;1075;641;30.9;0.167;45;52;0.249;45.161;181.296
V7;C;4;C_V7_4;9;08/10/2020;08:48:30;1407;193;30.4;0.433;35.1;52;0.249;45.161;181.296
V7;C;4;C_V7_4;9;08/10/2020;08:48:10;1557;127;30.4;0.528;28.2;52;0.249;45.161;181.296
V7;C;4;C_V7_4;9;08/10/2020;08:49:50;990;837;31.1;0.132;46.4;52;0.249;45.161;181.296
V7;C;7;C_V7_7;9;06/10/2020;09:12:44;1053;839;30.9;0.155;54.6;51.6;0.229;54.011;235.71
V7;C;7;C_V7_7;9;06/10/2020;09:13:04;937;1175;31.4;0.114;56.3;51.6;0.229;54.011;235.71
V7;C;7;C_V7_7;9;06/10/2020;09:11:04;1488;127;30.1;0.552;29.4;51.6;0.229;54.011;235.71
V7;C;7;C_V7_7;9;06/10/2020;09:11:24;1340;194;30.1;0.44;35.9;51.6;0.229;54.011;235.71
V7;C;7;C_V7_7;9;06/10/2020;09:11:44;1242;291;30.2;0.352;43;51.6;0.229;54.011;235.71
V7;C;7;C_V7_7;9;06/10/2020;09:13:23;860;1532;31.9;0.085;54.7;51.6;0.229;54.011;235.71
V7;C;7;C_V7_7;9;06/10/2020;09:12:04;1172;429;30.4;0.291;52.4;51.6;0.229;54.011;235.71
V7;C;7;C_V7_7;9;06/10/2020;09:12:24;1166;643;30.6;0.185;50;51.6;0.229;54.011;235.71
V7;C;7;C_V7_7;9;06/10/2020;09:10:44;1715;0;30.1;0.734;0;51.6;0.229;54.011;235.71
V7;C;8;C_V7_8;9;07/10/2020;08:50:04;1099;1165;30.6;0.089;43.5;57;0.255;42.065;164.728
V7;C;8;C_V7_8;9;07/10/2020;08:48:44;1369;288;29.6;0.323;39.1;57;0.255;42.065;164.728
V7;C;8;C_V7_8;9;07/10/2020;08:50:24;1031;1518;30.9;0.063;40.2;57;0.255;42.065;164.728
V7;C;8;C_V7_8;9;07/10/2020;08:49:44;1157;832;30.1;0.123;43;57;0.255;42.065;164.728
V7;C;8;C_V7_8;9;07/10/2020;08:49:24;1223;637;29.9;0.156;41.7;57;0.255;42.065;164.728
V7;C;8;C_V7_8;9;07/10/2020;08:48:04;1604;126;29.6;0.524;27.7;57;0.255;42.065;164.728
V7;C;8;C_V7_8;9;07/10/2020;08:49:04;1291;426;29.6;0.234;41.9;57;0.255;42.065;164.728
V7;C;8;C_V7_8;9;07/10/2020;08:47:44;1706;0;29.7;0.722;0;57;0.255;42.065;164.728
V7;C;8;C_V7_8;9;07/10/2020;08:48:24;1468;192;29.6;0.423;34.1;57;0.255;42.065;164.728
V7;C;9;C_V7_9;9;08/10/2020;08:43:11;1658;0;30;0.703;0;45.3;0.222;57.79;260.378
V7;C;9;C_V7_9;9;08/10/2020;08:44:31;1435;427;29.6;0.282;50.6;45.3;0.222;57.79;260.378
V7;C;9;C_V7_9;9;08/10/2020;08:45:51;1114;1523;30.4;0.094;60.1;45.3;0.222;57.79;260.378
V7;C;9;C_V7_9;9;08/10/2020;08:43:51;1570;193;29.4;0.463;37.5;45.3;0.222;57.79;260.378
V7;C;9;C_V7_9;9;08/10/2020;08:44:11;1496;289;29.4;0.367;44.5;45.3;0.222;57.79;260.378
V7;C;9;C_V7_9;9;08/10/2020;08:45:31;1198;1169;30.1;0.122;59.9;45.3;0.222;57.79;260.378
V7;C;9;C_V7_9;9;08/10/2020;08:45:11;1282;835;29.8;0.166;58.2;45.3;0.222;57.79;260.378
V7;C;9;C_V7_9;9;08/10/2020;08:43:31;1645;127;29.6;0.545;29.1;45.3;0.222;57.79;260.378
V7;C;9;C_V7_9;9;08/10/2020;08:44:51;1364;639;29.7;0.202;54.2;45.3;0.222;57.79;260.378
V7;S-AF;2;D_V7_2;9;06/10/2020;09:41:49;1160;434;29.9;0.287;52.3;49.2;0.245;55.278;225.184
V7;S-AF;2;D_V7_2;9;06/10/2020;09:42:29;1014;847;30.4;0.153;54.4;49.2;0.245;55.278;225.184
V7;S-AF;2;D_V7_2;9;06/10/2020;09:43:09;929;1546;31.4;0.091;59.1;49.2;0.245;55.278;225.184
V7;S-AF;2;D_V7_2;9;06/10/2020;09:40:49;1391;129;29.9;0.546;29.6;49.2;0.245;55.278;225.184
V7;S-AF;2;D_V7_2;9;06/10/2020;09:40:29;1495;0;30.4;0.734;0;49.2;0.245;55.278;225.184
V7;S-AF;2;D_V7_2;9;06/10/2020;09:41:29;1190;294;29.7;0.366;45.2;49.2;0.245;55.278;225.184
V7;S-AF;2;D_V7_2;9;06/10/2020;09:41:09;1274;196;29.6;0.488;40.2;49.2;0.245;55.278;225.184
V7;S-AF;2;D_V7_2;9;06/10/2020;09:42:49;960;1185;30.8;0.113;56.2;49.2;0.245;55.278;225.184
V7;S-AF;2;D_V7_2;9;06/10/2020;09:42:09;1086;649;30.1;0.192;52.3;49.2;0.245;55.278;225.184
V7;S-AF;3;D_V7_3;9;07/10/2020;09:29:03;1138;196;29.4;0.21;17.3;42.4;0.111;23.941;216.129
V7;S-AF;3;D_V7_3;9;07/10/2020;09:29:23;1073;294;29.4;0.16;19.8;42.4;0.111;23.941;216.129
V7;S-AF;3;D_V7_3;9;07/10/2020;09:29:43;1022;434;29.4;0.118;21.5;42.4;0.111;23.941;216.129
V7;S-AF;3;D_V7_3;9;07/10/2020;09:30:43;916;1185;30.1;0.049;24.4;42.4;0.111;23.941;216.129
V7;S-AF;3;D_V7_3;9;07/10/2020;09:30:03;981;649;29.6;0.084;22.9;42.4;0.111;23.941;216.129
V7;S-AF;3;D_V7_3;9;07/10/2020;09:31:03;886;1546;30.6;0.041;26.6;42.4;0.111;23.941;216.129
V7;S-AF;3;D_V7_3;9;07/10/2020;09:28:43;1229;129;29.6;0.263;14.2;42.4;0.111;23.941;216.129
V7;S-AF;3;D_V7_3;9;07/10/2020;09:30:23;946;848;29.8;0.066;23.5;42.4;0.111;23.941;216.129
V7;S-AF;3;D_V7_3;9;07/10/2020;09:28:23;1546;0;29.9;0.665;0;42.4;0.111;23.941;216.129
V7;S-AF;4;D_V7_4;9;08/10/2020;09:48:02;1189;650;29.6;0.25;68.3;44.5;0.239;73.654;307.616
V7;S-AF;4;D_V7_4;9;08/10/2020;09:47:22;1259;295;29.4;0.419;51.9;44.5;0.239;73.654;307.616
V7;S-AF;4;D_V7_4;9;08/10/2020;09:46:22;1419;0;29.6;0.732;0;44.5;0.239;73.654;307.616
V7;S-AF;4;D_V7_4;9;08/10/2020;09:49:02;1005;1548;30.2;0.122;79.3;44.5;0.239;73.654;307.616
V7;S-AF;4;D_V7_4;9;08/10/2020;09:46:42;1377;129;29.4;0.6;32.5;44.5;0.239;73.654;307.616
V7;S-AF;4;D_V7_4;9;08/10/2020;09:47:42;1230;434;29.4;0.361;65.8;44.5;0.239;73.654;307.616
V7;S-AF;4;D_V7_4;9;08/10/2020;09:48:42;1059;1187;29.9;0.148;73.8;44.5;0.239;73.654;307.616
V7;S-AF;4;D_V7_4;9;08/10/2020;09:47:02;1294;196;29.4;0.516;42.5;44.5;0.239;73.654;307.616
V7;S-AF;4;D_V7_4;9;08/10/2020;09:48:22;1138;849;29.6;0.197;70.2;44.5;0.239;73.654;307.616
V7;S-AF;7;D_V7_7;9;06/10/2020;09:46:39;400;847;30.4;0.188;66.9;44.8;0.213;59.853;281.521
V7;S-AF;7;D_V7_7;9;06/10/2020;09:45:59;454;434;30.3;0.286;52.1;44.8;0.213;59.853;281.521
V7;S-AF;7;D_V7_7;9;06/10/2020;09:44:39;788;0;30.8;0.714;0;44.8;0.213;59.853;281.521
V7;S-AF;7;D_V7_7;9;06/10/2020;09:46:59;517;1186;30.9;0.114;56.8;44.8;0.213;59.853;281.521
V7;S-AF;7;D_V7_7;9;06/10/2020;09:47:19;499;1545;31.1;0.092;59.7;44.8;0.213;59.853;281.521
V7;S-AF;7;D_V7_7;9;06/10/2020;09:46:19;423;649;30.1;0.208;56.7;44.8;0.213;59.853;281.521
V7;S-AF;7;D_V7_7;9;06/10/2020;09:44:59;661;129;30.4;0.525;28.4;44.8;0.213;59.853;281.521
V7;S-AF;7;D_V7_7;9;06/10/2020;09:45:19;574;196;30.1;0.453;37.3;44.8;0.213;59.853;281.521
V7;S-AF;7;D_V7_7;9;06/10/2020;09:45:39;501;294;30.1;0.359;44.3;44.8;0.213;59.853;281.521
V7;S-AF;8;D_V7_8;9;07/10/2020;09:35:01;1071;1547;31.2;0.057;37;40.9;0.171;36.072;211.142
V7;S-AF;8;D_V7_8;9;07/10/2020;09:34:21;1142;848;30.7;0.103;36.7;40.9;0.171;36.072;211.142
V7;S-AF;8;D_V7_8;9;07/10/2020;09:34:41;1118;1186;31;0.074;36.9;40.9;0.171;36.072;211.142
V7;S-AF;8;D_V7_8;9;07/10/2020;09:32:42;1371;129;29.9;0.384;20.8;40.9;0.171;36.072;211.142
V7;S-AF;8;D_V7_8;9;07/10/2020;09:33:01;1302;196;30.1;0.316;26;40.9;0.171;36.072;211.142
V7;S-AF;8;D_V7_8;9;07/10/2020;09:32:22;1673;0;29.8;0.716;0;40.9;0.171;36.072;211.142
V7;S-AF;8;D_V7_8;9;07/10/2020;09:33:41;1231;434;30.3;0.184;33.5;40.9;0.171;36.072;211.142
V7;S-AF;8;D_V7_8;9;07/10/2020;09:34:01;1191;649;30.6;0.128;34.9;40.9;0.171;36.072;211.142
V7;S-AF;8;D_V7_8;9;07/10/2020;09:33:21;1252;294;30.1;0.254;31.4;40.9;0.171;36.072;211.142
V7;S-AF;9;D_V7_9;9;08/10/2020;09:44:43;890;1187;30.6;0.069;34.4;46.3;0.166;33.474;201.241
V7;S-AF;9;D_V7_9;9;08/10/2020;09:44:23;930;849;30.4;0.095;33.9;46.3;0.166;33.474;201.241
V7;S-AF;9;D_V7_9;9;08/10/2020;09:42:44;1222;129;30.4;0.367;19.9;46.3;0.166;33.474;201.241
V7;S-AF;9;D_V7_9;9;08/10/2020;09:43:43;1017;434;30.1;0.172;31.4;46.3;0.166;33.474;201.241
V7;S-AF;9;D_V7_9;9;08/10/2020;09:43:24;1071;295;30.1;0.234;29;46.3;0.166;33.474;201.241
V7;S-AF;9;D_V7_9;9;08/10/2020;09:45:03;856;1548;30.9;0.053;34.5;46.3;0.166;33.474;201.241
V7;S-AF;9;D_V7_9;9;08/10/2020;09:42:24;1629;0;30.4;0.735;0;46.3;0.166;33.474;201.241
V7;S-AF;9;D_V7_9;9;08/10/2020;09:44:03;970;650;30.2;0.119;32.5;46.3;0.166;33.474;201.241
V7;S-AF;9;D_V7_9;9;08/10/2020;09:43:04;1134;196;30.2;0.306;25.2;46.3;0.166;33.474;201.241
V7;S;2;L_V7_2;9;06/10/2020;11:06:02;1288;197;30.9;0.53;43.9;43.9;0.228;83.798;367.662
V7;S;2;L_V7_2;9;06/10/2020;11:06:22;1208;295;30.9;0.45;55.8;43.9;0.228;83.798;367.662
V7;S;2;L_V7_2;9;06/10/2020;11:05:42;1367;129;30.9;0.585;31.7;43.9;0.228;83.798;367.662
V7;S;2;L_V7_2;9;06/10/2020;11:05:22;1414;0;30.9;0.701;0;43.9;0.228;83.798;367.662
V7;S;2;L_V7_2;9;06/10/2020;11:07:41;899;1189;31.4;0.175;87.4;43.9;0.228;83.798;367.662
V7;S;2;L_V7_2;9;06/10/2020;11:06:41;1132;435;31;0.361;66;43.9;0.228;83.798;367.662
V7;S;2;L_V7_2;9;06/10/2020;11:07:01;1040;651;31.1;0.271;74.1;43.9;0.228;83.798;367.662
V7;S;2;L_V7_2;9;06/10/2020;11:07:21;960;850;31.4;0.227;81;43.9;0.228;83.798;367.662
V7;S;2;L_V7_2;9;06/10/2020;11:08:01;853;1551;31.6;0.132;86;43.9;0.228;83.798;367.662
V7;S;3;L_V7_3;9;07/10/2020;10:59:33;1386;435;31.6;0.286;52.3;41.8;0.242;54.285;224.763
V7;S;3;L_V7_3;9;07/10/2020;11:00:13;1239;850;31.9;0.153;54.6;41.8;0.242;54.285;224.763
V7;S;3;L_V7_3;9;07/10/2020;11:00:33;1153;1190;32.3;0.114;57;41.8;0.242;54.285;224.763
V7;S;3;L_V7_3;9;07/10/2020;11:00:53;1071;1551;32.9;0.081;52.8;41.8;0.242;54.285;224.763
V7;S;3;L_V7_3;9;07/10/2020;10:58:33;1541;129;31.4;0.544;29.5;41.8;0.242;54.285;224.763
V7;S;3;L_V7_3;9;07/10/2020;10:59:13;1458;295;31.4;0.363;45;41.8;0.242;54.285;224.763
V7;S;3;L_V7_3;9;07/10/2020;10:58:13;1617;0;31.4;0.715;0;41.8;0.242;54.285;224.763
V7;S;3;L_V7_3;9;07/10/2020;10:59:53;1315;651;31.9;0.194;53;41.8;0.242;54.285;224.763
V7;S;3;L_V7_3;9;07/10/2020;10:58:53;1464;197;31.4;0.464;38.4;41.8;0.242;54.285;224.763
V7;S;4;L_V7_4;9;08/10/2020;10:49:59;1475;0;30.3;0.704;0;45;0.244;65.702;269.696
V7;S;4;L_V7_4;9;08/10/2020;10:52:39;1282;1550;31.4;0.104;67.7;45;0.244;65.702;269.696
V7;S;4;L_V7_4;9;08/10/2020;10:51:19;1467;435;29.9;0.312;57;45;0.244;65.702;269.696
V7;S;4;L_V7_4;9;08/10/2020;10:51:59;1397;850;30.4;0.186;66.4;45;0.244;65.702;269.696
V7;S;4;L_V7_4;9;08/10/2020;10:51:39;1433;650;30.1;0.23;62.8;45;0.244;65.702;269.696
V7;S;4;L_V7_4;9;08/10/2020;10:52:19;1341;1189;30.9;0.135;67.4;45;0.244;65.702;269.696
V7;S;4;L_V7_4;9;08/10/2020;10:50:19;1534;129;29.9;0.593;32.1;45;0.244;65.702;269.696
V7;S;4;L_V7_4;9;08/10/2020;10:50:39;1516;197;29.9;0.516;42.7;45;0.244;65.702;269.696
V7;S;4;L_V7_4;9;08/10/2020;10:50:59;1518;295;29.9;0.405;50.2;45;0.244;65.702;269.696
V7;S;7;L_V7_7;9;06/10/2020;11:01:13;1440;0;31.2;0.708;0;46.6;0.22;64.984;294.964
V7;S;7;L_V7_7;9;06/10/2020;11:03:13;1052;850;31.4;0.181;64.6;46.6;0.22;64.984;294.964
V7;S;7;L_V7_7;9;06/10/2020;11:03:33;986;1188;31.6;0.133;66.4;46.6;0.22;64.984;294.964
V7;S;7;L_V7_7;9;06/10/2020;11:02:33;1191;435;31.1;0.3;54.8;46.6;0.22;64.984;294.964
V7;S;7;L_V7_7;9;06/10/2020;11:01:33;1399;129;31.1;0.56;30.3;46.6;0.22;64.984;294.964
V7;S;7;L_V7_7;9;06/10/2020;11:02:53;1119;650;31.2;0.217;59.2;46.6;0.22;64.984;294.964
V7;S;7;L_V7_7;9;06/10/2020;11:03:52;924;1549;31.9;0.107;69.6;46.6;0.22;64.984;294.964
V7;S;7;L_V7_7;9;06/10/2020;11:02:13;1262;295;31.1;0.387;47.9;46.6;0.22;64.984;294.964
V7;S;7;L_V7_7;9;06/10/2020;11:01:53;1333;196;31;0.482;39.7;46.6;0.22;64.984;294.964
V7;S;8;L_V7_8;9;07/10/2020;10:54:46;1447;197;29.9;0.421;34.8;47.4;0.198;55.95;283.154
V7;S;8;L_V7_8;9;07/10/2020;10:55:06;1377;295;29.8;0.34;42.1;47.4;0.198;55.95;283.154
V7;S;8;L_V7_8;9;07/10/2020;10:56:06;1282;850;30.4;0.151;53.9;47.4;0.198;55.95;283.154
V7;S;8;L_V7_8;9;07/10/2020;10:55:26;1333;435;29.9;0.26;47.5;47.4;0.198;55.95;283.154
V7;S;8;L_V7_8;9;07/10/2020;10:55:46;1307;651;30.1;0.194;53;47.4;0.198;55.95;283.154
V7;S;8;L_V7_8;9;07/10/2020;10:54:26;1516;129;29.9;0.501;27.1;47.4;0.198;55.95;283.154
V7;S;8;L_V7_8;9;07/10/2020;10:56:46;1212;1551;31.2;0.088;57.3;47.4;0.198;55.95;283.154
V7;S;8;L_V7_8;9;07/10/2020;10:56:26;1243;1189;30.9;0.121;60.4;47.4;0.198;55.95;283.154
V7;S;8;L_V7_8;9;07/10/2020;10:54:06;1554;0;30.1;0.69;0;47.4;0.198;55.95;283.154
V7;S;9;L_V7_9;9;08/10/2020;10:47:57;1355;849;29.9;0.246;87.7;47.3;0.24;97.229;404.375
V7;S;9;L_V7_9;9;08/10/2020;10:48:17;1300;1188;30.2;0.217;108.3;47.3;0.24;97.229;404.375
V7;S;9;L_V7_9;9;08/10/2020;10:48:37;1279;1548;30.4;0.149;96.9;47.3;0.24;97.229;404.375
V7;S;9;L_V7_9;9;08/10/2020;10:47:37;1387;650;30;0.304;83;47.3;0.24;97.229;404.375
V7;S;9;L_V7_9;9;08/10/2020;10:45:57;1469;0;30.7;0.698;0;47.3;0.24;97.229;404.375
V7;S;9;L_V7_9;9;08/10/2020;10:46:37;1474;196;30.1;0.583;48;47.3;0.24;97.229;404.375
V7;S;9;L_V7_9;9;08/10/2020;10:46:57;1467;295;29.9;0.501;62.1;47.3;0.24;97.229;404.375
V7;S;9;L_V7_9;9;08/10/2020;10:46:17;1462;129;30.3;0.622;33.7;47.3;0.24;97.229;404.375
V7;S;9;L_V7_9;9;08/10/2020;10:47:17;1435;434;30;0.403;73.5;47.3;0.24;97.229;404.375
V8;C;2;C_V8_2;9;06/10/2020;09:02:52;1364;193;29.3;0.37;30;32.8;0.249;34.495;138.606
V8;C;2;C_V8_2;9;06/10/2020;09:02:12;1636;0;29.5;0.741;0;32.8;0.249;34.495;138.606
V8;C;2;C_V8_2;9;06/10/2020;09:04:52;1001;1524;30.6;0.054;34.6;32.8;0.249;34.495;138.606
V8;C;2;C_V8_2;9;06/10/2020;09:03:32;1242;427;29.4;0.192;34.4;32.8;0.249;34.495;138.606
V8;C;2;C_V8_2;9;06/10/2020;09:02:32;1491;127;29.4;0.478;25.5;32.8;0.249;34.495;138.606
V8;C;2;C_V8_2;9;06/10/2020;09:03:52;1183;639;29.6;0.128;34.4;32.8;0.249;34.495;138.606
V8;C;2;C_V8_2;9;06/10/2020;09:03:12;1298;289;29.3;0.27;32.8;32.8;0.249;34.495;138.606
V8;C;2;C_V8_2;9;06/10/2020;09:04:12;1119;835;29.9;0.099;34.7;32.8;0.249;34.495;138.606
V8;C;2;C_V8_2;9;06/10/2020;09:04:32;1060;1169;30.4;0.071;34.9;32.8;0.249;34.495;138.606
V8;C;3;C_V8_3;9;07/10/2020;08:56:25;1499;0;30.7;0.719;0;31.2;0.243;40.074;164.979
V8;C;3;C_V8_3;9;07/10/2020;08:57:45;916;428;30.6;0.217;39;31.2;0.243;40.074;164.979
V8;C;3;C_V8_3;9;07/10/2020;08:57:05;1155;194;30.4;0.415;33.8;31.2;0.243;40.074;164.979
V8;C;3;C_V8_3;9;07/10/2020;08:56:45;1303;127;30.6;0.484;25.8;31.2;0.243;40.074;164.979
V8;C;3;C_V8_3;9;07/10/2020;08:58:45;712;1172;31.9;0.083;40.9;31.2;0.243;40.074;164.979
V8;C;3;C_V8_3;9;07/10/2020;08:58:05;841;641;30.9;0.149;40.1;31.2;0.243;40.074;164.979
V8;C;3;C_V8_3;9;07/10/2020;08:59:04;661;1528;32.2;0.061;39.1;31.2;0.243;40.074;164.979
V8;C;3;C_V8_3;9;07/10/2020;08:57:25;1016;290;30.3;0.303;36.9;31.2;0.243;40.074;164.979
V8;C;3;C_V8_3;9;07/10/2020;08:58:25;769;837;31.4;0.117;41.1;31.2;0.243;40.074;164.979
V8;C;4;C_V8_4;9;08/10/2020;08:54:25;887;1175;31.6;0.073;36;34.6;0.288;35.936;124.927
V8;C;4;C_V8_4;9;08/10/2020;08:53:45;1016;643;31;0.136;36.7;34.6;0.288;35.936;124.927
V8;C;4;C_V8_4;9;08/10/2020;08:52:05;1549;0;30.6;0.722;0;34.6;0.288;35.936;124.927
V8;C;4;C_V8_4;9;08/10/2020;08:54:45;830;1531;31.9;0.053;34.1;34.6;0.288;35.936;124.927
V8;C;4;C_V8_4;9;08/10/2020;08:53:25;1092;429;30.9;0.198;35.7;34.6;0.288;35.936;124.927
V8;C;4;C_V8_4;9;08/10/2020;08:53:05;1164;291;30.6;0.287;35.1;34.6;0.288;35.936;124.927
V8;C;4;C_V8_4;9;08/10/2020;08:54:05;951;839;31.2;0.107;37.7;34.6;0.288;35.936;124.927
V8;C;4;C_V8_4;9;08/10/2020;08:52:25;1416;127;30.4;0.53;28.3;34.6;0.288;35.936;124.927
V8;C;4;C_V8_4;9;08/10/2020;08:52:45;1281;194;30.4;0.39;31.8;34.6;0.288;35.936;124.927
V8;C;7;C_V8_7;9;06/10/2020;08:57:36;1603;0;29.1;0.731;0;31.8;0.276;39.079;141.531
V8;C;7;C_V8_7;9;06/10/2020;08:58:56;1170;426;29.1;0.22;39.4;31.8;0.276;39.079;141.531
V8;C;7;C_V8_7;9;06/10/2020;08:59:56;925;1165;29.8;0.078;38.2;31.8;0.276;39.079;141.531
V8;C;7;C_V8_7;9;06/10/2020;08:57:56;1456;126;28.8;0.52;27.5;31.8;0.276;39.079;141.531
V8;C;7;C_V8_7;9;06/10/2020;08:58:16;1312;192;28.8;0.412;33.2;31.8;0.276;39.079;141.531
V8;C;7;C_V8_7;9;06/10/2020;08:58:36;1220;289;28.8;0.339;41.1;31.8;0.276;39.079;141.531
V8;C;7;C_V8_7;9;06/10/2020;08:59:36;999;833;29.6;0.112;39.2;31.8;0.276;39.079;141.531
V8;C;7;C_V8_7;9;06/10/2020;08:59:16;1112;637;29.4;0.147;39.3;31.8;0.276;39.079;141.531
V8;C;7;C_V8_7;9;06/10/2020;09:00:16;866;1519;30.3;0.058;37;31.8;0.276;39.079;141.531
V8;C;8;C_V8_8;9;07/10/2020;09:01:10;1073;194;31.1;0.356;29;31.9;0.23;33.693;146.787
V8;C;8;C_V8_8;9;07/10/2020;09:01:30;971;291;31.4;0.262;32;31.9;0.23;33.693;146.787
V8;C;8;C_V8_8;9;07/10/2020;09:03:10;714;1531;32.9;0.052;33.4;31.9;0.23;33.693;146.787
V8;C;8;C_V8_8;9;07/10/2020;09:00:50;1192;127;31.1;0.447;23.8;31.9;0.23;33.693;146.787
V8;C;8;C_V8_8;9;07/10/2020;09:00:30;1408;0;31.4;0.705;0;31.9;0.23;33.693;146.787
V8;C;8;C_V8_8;9;07/10/2020;09:02:30;793;839;32;0.097;34.2;31.9;0.23;33.693;146.787
V8;C;8;C_V8_8;9;07/10/2020;09:01:50;904;429;31.6;0.19;34.2;31.9;0.23;33.693;146.787
V8;C;8;C_V8_8;9;07/10/2020;09:02:10;845;643;31.8;0.125;33.8;31.9;0.23;33.693;146.787
V8;C;8;C_V8_8;9;07/10/2020;09:02:50;750;1175;32.4;0.067;33.1;31.9;0.23;33.693;146.787
V8;C;9;C_V8_9;9;08/10/2020;08:57:31;880;292;30.9;0.268;32.9;29.7;0.243;33.724;138.965
V8;C;9;C_V8_9;9;08/10/2020;08:57:51;809;430;31;0.187;33.8;29.7;0.243;33.724;138.965
V8;C;9;C_V8_9;9;08/10/2020;08:59:11;660;1536;31.9;0.048;31;29.7;0.243;33.724;138.965
V8;C;9;C_V8_9;9;08/10/2020;08:56:31;1285;0;31.1;0.7;0;29.7;0.243;33.724;138.965
V8;C;9;C_V8_9;9;08/10/2020;08:58:11;763;644;31.2;0.125;33.8;29.7;0.243;33.724;138.965
V8;C;9;C_V8_9;9;08/10/2020;08:58:51;689;1177;31.6;0.067;33.1;29.7;0.243;33.724;138.965
V8;C;9;C_V8_9;9;08/10/2020;08:58:31;724;842;31.3;0.104;36.8;29.7;0.243;33.724;138.965
V8;C;9;C_V8_9;9;08/10/2020;08:57:11;962;195;30.9;0.36;29.5;29.7;0.243;33.724;138.965
V8;C;9;C_V8_9;9;08/10/2020;08:56:51;1100;128;30.9;0.46;24.7;29.7;0.243;33.724;138.965
V8;S-AF;2;D_V8_2;9;06/10/2020;10:24:20;1130;433;31.4;0.249;45.3;42.3;0.219;45.01;205.414
V8;S-AF;2;D_V8_2;9;06/10/2020;10:23:20;1336;129;31.4;0.49;26.5;42.3;0.219;45.01;205.414
V8;S-AF;2;D_V8_2;9;06/10/2020;10:25:20;1005;1185;32.7;0.094;46.8;42.3;0.219;45.01;205.414
V8;S-AF;2;D_V8_2;9;06/10/2020;10:25:00;1050;847;32.2;0.127;45.2;42.3;0.219;45.01;205.414
V8;S-AF;2;D_V8_2;9;06/10/2020;10:25:40;968;1544;33.1;0.069;44.7;42.3;0.219;45.01;205.414
V8;S-AF;2;D_V8_2;9;06/10/2020;10:23:00;1564;0;31.4;0.735;0;42.3;0.219;45.01;205.414
V8;S-AF;2;D_V8_2;9;06/10/2020;10:23:40;1229;196;31.1;0.402;33.1;42.3;0.219;45.01;205.414
V8;S-AF;2;D_V8_2;9;06/10/2020;10:24:00;1164;294;31.1;0.307;37.9;42.3;0.219;45.01;205.414
V8;S-AF;2;D_V8_2;9;06/10/2020;10:24:40;1093;648;31.9;0.158;43;42.3;0.219;45.01;205.414
V8;S-AF;3;D_V8_3;9;07/10/2020;10:07:21;1539;0;31.2;0.73;0;32.7;0.189;39.473;208.368
V8;S-AF;3;D_V8_3;9;07/10/2020;10:09:01;831;649;32.2;0.138;37.6;32.7;0.189;39.473;208.368
V8;S-AF;3;D_V8_3;9;07/10/2020;10:07:41;1163;129;31.2;0.434;23.5;32.7;0.189;39.473;208.368
V8;S-AF;3;D_V8_3;9;07/10/2020;10:10:01;733;1546;33.2;0.063;40.9;32.7;0.189;39.473;208.368
V8;S-AF;3;D_V8_3;9;07/10/2020;10:08:01;1046;196;31.4;0.35;28.8;32.7;0.189;39.473;208.368
V8;S-AF;3;D_V8_3;9;07/10/2020;10:08:21;955;294;31.6;0.271;33.5;32.7;0.189;39.473;208.368
V8;S-AF;3;D_V8_3;9;07/10/2020;10:08:41;886;434;31.9;0.203;37;32.7;0.189;39.473;208.368
V8;S-AF;3;D_V8_3;9;07/10/2020;10:09:21;790;848;32.4;0.11;39.2;32.7;0.189;39.473;208.368
V8;S-AF;3;D_V8_3;9;07/10/2020;10:09:41;763;1185;32.8;0.084;41.8;32.7;0.189;39.473;208.368
V8;S-AF;4;D_V8_4;9;08/10/2020;10:19:38;1157;649;31.1;0.153;41.7;41.2;0.19;43.633;229.603
V8;S-AF;4;D_V8_4;9;08/10/2020;10:20:38;1077;1546;32.2;0.071;46.1;41.2;0.19;43.633;229.603
V8;S-AF;4;D_V8_4;9;08/10/2020;10:18:38;1231;196;30.6;0.372;30.6;41.2;0.19;43.633;229.603
V8;S-AF;4;D_V8_4;9;08/10/2020;10:18:58;1207;294;30.7;0.291;35.9;41.2;0.19;43.633;229.603
V8;S-AF;4;D_V8_4;9;08/10/2020;10:19:58;1134;848;31.4;0.123;43.8;41.2;0.19;43.633;229.603
V8;S-AF;4;D_V8_4;9;08/10/2020;10:19:18;1183;434;30.9;0.216;39.4;41.2;0.19;43.633;229.603
V8;S-AF;4;D_V8_4;9;08/10/2020;10:17:58;1526;1;30.8;0.729;0.3;41.2;0.19;43.633;229.603
